primary_current,secondary_voltage,frequency,temperature,harmonic_content,phase_shift,leakage_current,fault_type
-0.40738821190144947,-0.8518543980316899,-0.3119967025264927,-0.3372443633922585,-0.14424495445039465,-0.9239842908978245,-0.08767271978756588,insulation
-0.16014264879550844,-0.41003276213451,-0.1403592512190528,-0.11641596400787524,-0.1051854821814941,-0.019923355061286174,0.0160514883832997,normal
-0.5229760236375209,-0.7979419870486599,-0.23663684843750588,0.4311767975195442,-0.03786485920619331,-0.8964272511083732,-0.25383154817080555,insulation
-0.6920186649909388,0.32096811348045373,0.06292396853158522,0.23608234087927293,-0.02553662417008956,-0.6134273109591866,0.0804447461465096,open_circuit
-0.5927759381368876,-0.8608129212322687,0.15179925901043845,-0.13784106301053844,-0.21166367996542432,-0.9178787485471573,0.040352348165375834,insulation
-0.5907073538643617,-0.7903434201055775,0.5005298238268452,-0.4138340313598192,0.2973845332625026,-0.8994468831113392,0.21461300481517104,insulation
0.24824861548128896,-0.31382018244745413,-0.39993420792823997,-0.5791420704144562,-0.05812462307814564,-0.3957794553633466,-0.12052535602989728,normal
-0.9186389615095126,0.5119993542249898,0.2424075498246836,-0.6283588649952246,-0.3065089702230468,-0.933344398167171,-0.08041450280436076,open_circuit
-0.19666519707485164,-0.39972491011435696,0.20242278847752715,-0.5927836599324049,-0.028217688180619482,-0.23931964024196983,-0.1782686906681258,saturation
-0.7320487364472118,-0.32490761394103473,-0.3078666574567137,-0.04314418502310802,0.27300740362803333,-0.4084117798886555,-0.34458402241048774,normal
-0.22358716583866045,-0.38120617625548525,0.04058159133828809,-0.43821779154706897,-0.49350073239399317,-0.4486709406719253,-0.3454758982636831,normal
0.019659920638522954,-0.3158595737957608,0.030943869012972414,-0.32374763448278754,-0.1623675418800933,-0.5907607450125711,-0.7714227745817154,normal
0.1306821078710413,-0.4875681847343091,-0.254431397034935,-0.0916812824350377,0.20687123723968948,0.31954921171920614,-0.12383920906565933,saturation
-0.8113341137991117,-0.2930624526636001,-0.07908202904218342,0.1865635700412216,-0.2804480527330272,-0.5477307032653251,0.14093216561608624,normal
-0.8117080775283836,-0.5200822745829033,0.02960319124144206,0.2158173706887494,-0.04618189984654042,0.10326178257748853,-0.3272703958922129,saturation
-0.7546980755259561,-0.32206990743854735,-0.03650282957496387,-0.6254652399304497,-0.02490848307079202,-0.5261431517569548,-0.18275420679610072,normal
-0.1775038433424201,-0.5377703458357337,-0.2346238433523311,-0.48913612015635044,0.5044566194201209,0.43428289704416734,0.2848054051076856,saturation
-0.41813541892749084,-0.8046344073164633,-0.1641509918829911,0.22751631432565067,-0.2896167646797879,-0.9253324242345128,0.13814987259935008,insulation
0.303470159926749,-0.4120276649401082,-0.2983028435291857,-0.28406873366344065,-0.23459909459713735,0.33118500816545804,-0.41076487640450077,saturation
-0.6603569394368503,0.6624435824540157,-0.013935675865461405,0.04462715163094866,-0.40244143004144556,-0.8220619855830397,-0.05399691792558722,open_circuit
-0.8445320010372429,0.1677337149348498,0.02109843686363888,-0.2547656587490059,-0.019006815469053362,-0.9254197735826283,-0.2923715007348492,open_circuit
-0.6555762760513415,-0.8140141674390408,-0.03579099933460128,0.27808953800413616,-0.47764800309110733,-0.9381836032953667,-0.4886869249968885,insulation
-0.5861792545281064,0.1352649095136268,0.6599631805192345,-0.5654205756709542,-0.16379321357242854,-0.6944914083490148,0.1276695397899033,open_circuit
-0.13056437419531097,0.16583190357767463,-0.40189403093413034,-0.5291944427032207,0.11335919314270926,-0.7979921817460085,-0.20081639559584255,normal
-0.9027486545830514,0.05360807121889266,-0.09671663696275346,-0.005219626722459347,-0.1607944383363087,-0.7698865432977386,0.24373918039886228,open_circuit
-0.5491727496208494,-0.4443361513136477,0.03254710175533404,-0.05863378291693988,0.15868160708626766,0.3042228549196663,-0.18012360957426934,saturation
0.14113477218961756,-0.3015611737843431,0.11586415593438204,0.2569421026982177,0.16990811597939248,-0.8114710112476217,-0.0983884763082373,normal
-0.8050583715050192,0.5219553269029985,0.16139899327811946,-0.6369633448745433,0.08510264547216179,-0.941246720853362,-0.1351856903235623,open_circuit
0.5846117113188206,-0.5520282925456061,0.5106776369225372,-0.36085529873249,-0.4825097279018312,-0.14249851552556903,-0.17438769967564005,saturation
-0.8996824347278116,-0.04633491760099151,-0.2114652092238316,0.28220035350143946,-0.5690325160472761,-0.8854638745315422,-0.6156582204238814,open_circuit
-0.6541096335377007,-0.3632164527532621,-0.38642105394816895,-0.061390941763877604,-0.23341848120947647,-0.5094212565679306,-0.19315253558494064,normal
0.3926833077537232,-0.7025771701108173,0.17385226878061388,-0.0811158984093403,0.1992507856944945,-0.4721045639944136,0.1413400038708646,insulation
-0.6243430819506682,0.7093542753453835,-0.4332754446797793,0.2091184719582344,-0.2339216761369731,-0.9024453097257402,-0.36311069555416303,open_circuit
0.03875468526234449,-0.2870248577994352,-0.47895535580096293,0.3628727837636678,-0.5970665702675962,-0.8711064021798789,-0.3476946790865396,normal
0.026639666816283047,-0.33261553133364774,-0.26610921658917874,-0.6499339833507742,-0.2318940648828783,-0.8835321546986569,-0.024191988408386655,normal
0.3824236591218352,-0.8419185661978142,-0.38246762770175025,-0.23481222279620872,0.04246835608769084,-0.9147623439393113,0.17386271941539527,insulation
-0.4388470360707942,-0.3066180779526281,0.25355808260639634,0.13917629522356978,0.09388938469229124,-0.40433947669783166,0.01848933609923334,insulation
-0.3459239367436193,0.8520657031084645,0.34729330733696884,0.07826102679236091,-0.44692816203478086,-0.9260637472394604,-0.24263256685105733,open_circuit
-0.5446933317853189,0.4759629349599107,-0.30315655798978725,-0.5587939117917051,-0.28402965202908087,-0.9308501168024824,-0.14743469953670613,open_circuit
-0.9212876055734162,0.502413707029382,0.457706134183681,0.2486202173913552,-0.08863508131130743,-0.9031772489679002,-0.11512930592106106,open_circuit
0.20774542918840722,-0.831181194817581,0.0932481947222854,-0.5742404864283973,0.19376303201855738,-0.9188050183942068,0.15507653568939272,insulation
-0.8992304048628205,0.03369602736602029,0.08410373175181007,0.062098177617310624,-0.16527093317070715,-0.8975048561480282,0.09508833489291885,open_circuit
0.09241702000738694,-0.8701434799077072,-0.09827242907088163,-0.24150390712972547,-0.07792714611921236,-0.8564857170168143,-0.09494295553348897,normal
-0.8442127689417692,-0.8465186950199115,-0.42942835126562784,0.514316945986375,-0.05326275069343117,-0.9156406385736788,0.4854944859573568,insulation
0.057678005103084184,-0.36400199372312025,-0.14397228916302396,-0.7119805859816138,0.09003246939919257,-0.3478029184643805,-0.16967479305955688,normal
-0.7633304861089836,-0.8378149264349884,-0.09770788624093285,0.1261687416470032,-0.11353978588378899,-0.9239084010463997,0.12574815512979876,insulation
-0.13895218836650236,-0.8631980939027855,-0.25359540264516056,-0.11745849703062361,0.4215708134257693,-0.49090674644872906,-0.0260133996062622,insulation
0.20311223293862224,-0.2956524482043065,0.07899263048398808,-0.002322720920952648,-0.3100333253475549,-0.4445420512773905,0.0786412430630708,normal
-0.41509861293932515,-0.4243492837786486,-0.5465116074145939,0.15587841883882136,0.10518882671771018,0.028499704431576345,-0.27898784953650263,saturation
-0.820134566548822,-0.6055442028640883,-0.07431654870339344,0.4257055917181929,0.053260338736090485,-0.7263509630059576,0.1439294308333976,insulation
-0.07893060456576872,-0.7877913202046972,-0.16104165387375247,-0.4963240134760706,0.17389430856135768,-0.9094459765448931,0.11980130070263695,insulation
-0.7067284545779082,0.1679333178886694,-0.2634703083518062,-0.0998722202135176,-0.4662532271951569,-0.6963766185325323,-0.0470943438124497,open_circuit
0.24588896505543023,-0.40494469192600524,-0.22535594497765032,-0.5040381523019329,-0.1516754203180963,-0.5916039447736952,-0.3010181498284975,normal
-0.7296611595320301,-0.30580257003150124,-0.023475241625781962,-0.15386190400261301,-0.2439689476784769,-0.6405019762361235,-0.03470770818677327,normal
-0.08229894708216157,-0.46324472867577665,-0.2767797027023917,-0.45799176459025526,-0.1812257860809485,0.1805508467618243,-0.19078970813537988,saturation
-0.780900872958151,-0.02520444754512796,0.1625332288798731,-0.3136971830761839,-0.23405320968859744,-0.8961765135208731,-0.5131855141339161,open_circuit
-0.5578348434188138,-0.4812328565687039,-0.3656512243362684,0.11912376238733735,-0.3029574766610542,-0.02996980752197398,0.30999411138684907,saturation
-0.4788632235691773,-0.7645659196019285,-0.2740401481042838,-0.29905619415210816,-0.4671530777422581,-0.8745301753155298,0.1883119310959548,insulation
-0.834682320989635,-0.8353206738082933,-0.15083223049901306,0.572204872344205,-0.17340885918594962,-0.9153331033432007,-0.22161035028613021,insulation
-0.9495843859187694,0.08116670950592664,-0.1175780610002235,-0.4003699351257076,-0.09478775415172364,-0.8789862411447603,0.20266859917720653,open_circuit
-0.5985640488561386,0.2384909258423945,0.013899101293588956,0.08431241711711168,-0.05271333946684681,-0.9039485019488858,0.11807809892785592,open_circuit
-0.4932310329049681,-0.29659599222054545,-0.008715213731541382,-0.4528777324514961,-0.341770823813794,-0.7791102654290126,0.11619846876579476,normal
-0.3275768213759347,-0.7447677021466738,-0.08468098551701786,-0.4166073061769898,-0.34245479684350677,-0.6491267085197613,0.008710203631173613,insulation
-0.5430216742419018,-0.3457963864188724,-0.01851638374808573,-0.6827188118315114,-0.0994764361219484,-0.12453623515766754,-0.09977202758519245,normal
-0.8069646128433157,-0.8495675826450243,0.17080371806072492,-0.297017751417759,0.24140701503637318,-0.9188325912942813,-0.10782484918435496,insulation
0.11354357680448846,-0.8794196878449865,0.19933815193918747,-0.18436257234474773,-0.11369621872480407,-0.9051021552120123,0.08695944575608539,insulation
-0.24278682133689,-0.479204953528831,-0.0414059721416109,-0.19149082275211526,0.5607231734959814,-0.10070502658879465,-0.4466255516027702,saturation
-0.49143216270295675,-0.45956440794187037,-0.008102963464203583,0.02092726357540431,-0.010977794996797186,-0.05100988238312554,0.0857377456692327,saturation
-0.8767934391825128,0.3220907363213167,-0.18557043524658212,-0.3876780201689297,-0.35796023466345656,-0.9471279522807333,-0.4254835956453996,open_circuit
-0.7524660536920116,-0.8568779045772444,0.27426607014524507,-0.21547606483769421,0.36571680464697254,-0.9325608320453637,0.13309955311466726,insulation
-0.6421062465124779,-0.8990840232928654,-0.18094489743249653,0.19644293560809767,-0.153552782295112,-0.9269209403681145,0.2655500801931837,insulation
-0.42787631514411173,-0.778620359312803,-0.521003537339098,0.509343425439192,-0.15485834030840828,-0.9284987837959661,0.19746831321942326,insulation
-0.8285795086843144,0.12282046603669161,0.2009540532494256,-0.5002492034417682,-0.4708442734398649,-0.8932817718398929,-0.22425305200837675,open_circuit
-0.486829987688614,-0.015923854198643728,0.0901204195598595,-0.45179413374147537,-0.12426638529894457,-0.9041589870481405,-0.2330786111954823,open_circuit
-0.7093324969387895,0.1674629752903275,-0.2761752400784516,0.1195187306265737,-0.32460803883305367,-0.9281575134666223,-0.08243958085903265,open_circuit
-0.836924323270791,-0.3142519029966715,-0.2610728750874003,0.020616632067932406,0.06510094469617417,-0.315502123816249,-0.24250962677438032,normal
-0.6610037556531563,-0.8079314751912074,-0.11227208411554557,0.3118300149894495,-0.134043940989304,-0.9042327395611469,0.18965926287098428,insulation
0.1481790898839107,-0.8619547510804261,-0.3018974689954277,-0.12942634497546668,-0.041197770072274764,-0.8844374306376757,-0.16561244783364168,insulation
-0.5807435471339248,0.5172967889519487,0.007726933877648889,-0.30842263856833185,0.1711218000133904,-0.912899069214931,-0.46455337797956886,open_circuit
-0.3362229000608854,-0.8890552639390576,-0.7036244065714072,0.057387901700700183,0.05174910626419016,-0.9013534300505923,0.03460874602908984,insulation
0.3330653758995733,-0.40798047237355006,-0.12972928215470603,0.18641752107498033,0.10667073753904904,0.22211212105788147,-0.5857013586621392,saturation
